tweet_preproc,sentiment
  rt probegui desde berazategui cambiemos ser hoy,neu
  casi siempre hacer él mismo buendomingosoy1delos10votosdelpapa mejorscioli elecciones2015,neu
nikgaturro vo so is el peor bazofia de todo uno lacra tú odiar bobo ojalá ganar scioli y tú romper el cara uno puntero de matanza infeliz,neg
  rt carpezatboedo agentecronopio violenciarivas1 clauale2015 macrimiente mariaultrak sciolipresidentesoy1delos10votosdelpapa,neu
  rt actualidadrt y haber abrir el colegio electoral en argentina,pos
  comenzar inédito balotaje en argentina para votar por macri o scioli como presidente el cent via lapatilla,pos
  rt cimasilván yo venir a ofrecer mi corazón por ese mejorscioli sciolipresidente yovotoscioli vía youtube,neg
  rt profesorlupar argentino = washington fmi y fondo buitr esperar el triunfo de macri y regreso a política neoliberal,pos
  rt infobae ser aceptar el boleta del 25 de octubre y el que no tener fecha elecciones2015,neu
  rt norexiteran74 carlosramirezl3 mauriciomacri el domingo argentino tener uno nuevo presidente y vzla uno nuevo presidente amigo,pos
  ganar daniel scioli por el estructura territorial del partido justicialista pero el segundo vuelta el obligar a,neg
  rt cesardealemania charruaafull juanjocavalcant lu6fpj recorrí 400 km para seguir apoyar a el democracia y que ganar argentino h,pos
  hoy todo votaremo él cumplir otro ciclo democrático ese ser uno gran triunfo de todo felicidad argentino,pos
  rt periodistaperon macri decir que su procesamiento ser uno maniobra de el k pero el que él procesar ser nismar vo so is nismar votás,neg
  rt infobae empezar el primero ballotage presidencial de el historia argentino elecciones2015,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt charlymaiz él que juan decir de pedro hablar más de juan que de pedro cambiemos,neu
  rt elpayán de rodilla nunca más scioli presidente mejorscioli danielscioli cc l,neu
  rt fabiogonzal macri candidato procesado,neg
  rt pvacanarvaja vuelve néstor kirchner y reflexionar sobre el ballotage sciolimacri mejorscioli sciolipresidente,neu
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  scioli visitar el basílica de luján junto a su esposa y su hija télam,neu
  periodico el país elección argentino 2015 en vivo mauricio macri alcalde de el ciudad de buenos aires,pos
  con el compañer listo para fiscalizar el voto de danielscioli villagdorgalvez sciolipresidente,neu
  ésto hacer el gobierno kirchneristar nunca más hoyvotoamacri,neg
rt mariacorinaya hoy argentina elegir el futuro dejar atrás el miedo el confrontación populismo el mentira uno nuevo era comenzar en el re,neg
  rt pablolanusse boleta sin número de lista ser válir mientras resulte inequívocar el voluntad del elector ni miedo ni fraude votemos,pos
rt giuflorenciaok entre al cuarto oscuro y todo el boleta de macri tirado en el fondo del aula el acomode todo y él decir a el fi,neg
clarincom insistir en desgastar el fpv insistir en mostrar ganador al pro ser tanto obvio,neg
  gracias señora,neu
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  rt josebtrujillov experto en ddhh pedir presión internacional para elección justas en venezuela,pos
  rt vainar el « siete medida » con el que el psoe querer ganar el elección,pos
rt luiscarlo leo a argentino kirchnerista que decir que él irir del país si ganar macri poder venir él a venezuela aquí tener todo,neg
  rt lauritalonso llegar llegamos argentinadecidir elecciones2015,neu
rt arnaldoirigoir mesazar el k romper veda vida ruta hospital y el bolsillo de el gente,neg
  rt valeriaromar hoy mafalda estar más vigente que nunca en argentina,neu
  rt lucasadle2 según c5n hasta el momento ir ganar scioli jajajajo,pos
mercefftt americatv excelente entonces él tuyo ser falta de informacion tener cura junto ir a hacer crecer argentino,neg
  rt partidodelared balotaje2015 llegar el día todavía no salistar a votar compacer y conocé el propuesta en queproponen grimacingface,neu
rt mafiavirgaok seguro que si ganar scioli ir a salir a decir que ser fraude y bla bla bla ser mucho el que querer mejorar y no camb,neg
  macri ser el verdadero fenómeno de red feat julianserrano01,neu
  rt c5n elección2015 ya él votar en varios sed diplomático en distinto ciudad del mundo,pos
  ganomacri ganomacri ganomacri ganomacri ganomacri ganomacri deboraf1000 rt leandrozdero argentinadebate no tener en el argentin,neu
  pedir amlo crear comités en el 300 distrito tras rendir protesta indicar que el elección presidencial n,neu
  rt monilu75 hoyvotomacri comenzar el votación ir argentinar por el cambio,pos
  balotajar el candidato del frente cambiemos mauricio macri votar a el 11 en uno escuela del barrio porteño de palermir,neu
  rt myriamsandoval1 hoyvotomacri llego el dia argentino levantatar y andar,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  tener uno dia en paz ejercer nuestro decisión en democracia gracias fiscalesamp equipo de trabajo lopezleandrog bermudeznqn cambier,pos
rt nexofin balotaje sorpresa en varios punto del país por falta de fiscal del frente para victoria,neg
rt maxiharper que verguencer que dar el kirchnerismo entre a votar y solo habiar boleta de scioli y macri fraudeelectoral basto de este m,neg
  diario plazar de mayo argentinar construir el futuro o volver al pasado siniestro,pos
  rt danielscioli el domingo en el cuarto oscuro haber sólo uno boleta con el color celeste y blanco elegí argentino mejorscioli,neg
  cambier yovotoamacri porque tener esperanza de que argentina ser el país que elegir mi hija para vivir poder estar bien,pos
  chachivelazquez esterlinalanzi el suerte estar echado argentino estar tú ser el patria grande,pos
  danielscioli acá tenés mi voto honralo por favor,neu
  rt conclusionro alerta empezar el primero balotaje presidencial de el historia en argentina seguí todo el cobertura en,pos
  rt coculo scioli violó el veda chiquis el k firmar pacto con terrorista matar uno fiscal esconder muerto este ser 1 pavad,neg
  rt emagainza el futuro ser hoy cambier macripresidente,neu
  el último esfuerzo hoy torzar el historia cambier,neu
  rt mairojo si venir a votar con uno remera de argentina ser voto cantado sciolipresidente mejorscioli elecciones2015,pos
  mazajesico asi este venezuela gracias al socialismo scioli y maduro ser el mismo plaga quier ese para tu país,neu
  silviamarquez24 mauriciomacri hoy ser gran dia cambier o cambier fin dl kircnerismo saludo,pos
  rt pablosivori hoyvotomacri en hurlingham y cambier el todo el país ganamacri elecciones2015 domingodeganarseguidor,pos
  rt pmarcelomendoza en argentina hoy él votar argentinadecidir ntra sra de luján rogar por yo,neu
rt americatv denunciar a cfkargentina por violar el veda electoral elecciones2015 gt,neg
  rt hbonanato hoyvotomacri comenzá a dar él rt para quesear tendencia todo el día para que tener histoia tener memorio,neu
  rt mariaenema michetti cantar haber que saltar ahora faltar que aparecer scioli y empiece a cantar el que no hacer palma manejar el patr,neu
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
  último día de elección y llegar uno poquito tarde juro que no ser mi intención,neu
  rt carlosramirezl3 vivar el elección apruer 90 mil beca para estudiante de educación medio,neg
  rt fuerzasiempre no haber pastilla del día después en el urna cuidémono scioli presidente,pos
  rt wnherrera majitoviglionar si vos no estar convencido preguntate si realmente crees que uno gobierno de scioli ser él mismo que uno de ma,neu
  rt yamilnm ser hoy hoyvotomacri mauriciopresidente yocambio hoycambiar elecciones2015,neu
rt leandroadoniir elecciones2015 mauro vialar vender humo desde tiempo inmemorabl,neg
  rt vvperiodista si argentina cambiar hoy estar seguro comenzar a cambiar todo latinoamerico fuerza argentino,pos
  rt santosjorgeh el voto a macri no solo cambiar el política argentino sino q ser esperar por mucho en el región,neg
  rt dosoga soga no él mentir si decir que estár en argentina él arruinábar el sorpresa a el sogo cumpleañera,pos
  rt mauriciomacri ser ahora ser acá desde humahuaca él decir que todo junto ir a construir este nuevo argentina yocambio,pos
  elecciones2015 el ajuste que él venir mejorscioli vía youtube,neg
  rt felicindacluney ya perder en australia elecciones2015,neg
rt jovenesxscioli meugeperez no querer volver a el viejo argentina yo tampoco yovoteascioli,neg
  rt lauriarén ser democrático ser ser respetuoso de el decisión de el mayoría ser responsable y comprometido en este elección,pos
  rt raholaoficial decir victor hugo ninguno idea ser más poderoso q aquel a el q él haber llegar su momento mucho suerte argentino,pos
  rt hiramgavirio hoy ganar el cambio en argentina nuevo ser para ese país y latinoamérica en 2 semana también ganar el cambio en venezu,pos
  rt sebakatz mañana ir a pasar él de siempre ir a tratar de hacer trampa y ir a estar atento mañana cambier,pos
  cerrar votación en sidney india moscú y japón ganar scioli,pos
  rt chicoacido justo ayer amiga de mi mamá que vivir en haedo yo contar que el 25 de octubre él dar el sobre con el boleta del fpv adentr,pos
  rt juancampanellar si votar a scioli o a macri no importar si so is fiscal acordate de este por favor rt,neu
  arlenevergara rt danielscioli para macri el educación no ser uno prioridad argentinadebatir,pos
  rt elpaisamerico en vivo argentino abrir el colegio para votar mauricio macri alcalde de buenos aires lider,pos
  rt vivirsincfkyar hoy 45 mes de el tragedia de once 52 victima por el herido por vos por mi cambiemos kirchnerismo nuncamás htt,neg
  rt palmasoriano telesurtv macri desconocer que en el historia argentino este jo él marti quien ser cónsul de este nación en usar,pos
rt diegopelayo mientras el tucumano él cagar de hambre en tucumar no tener trabajo así andar su faraón elecciones2015,neg
  rt infielescasada casada argentino infiel argentina mendozar rosario buenosair cordobo rightarrow,pos
veeeenguir bancar este proyectoooo victoryhand yovoteascioli sciolipresidente danielscioli,neg
  como ser el plan del massismo para tratar de copar el agenda despu del ballotage,neu
  a argentina facewithtongar,neu
  rt robertovieu importante para votar llevar dni y memoria elecciones2015,pos
  rt jikota222 hoyvotomacri ir a demostrar que él poder armar uno partido y ganar el elección,pos
  scioli debate consigo mismo pero algo salir mal,neg
  rt elconfidencial argentino afrontar en el urna el posible final del kirchnerismo,pos
  rt todonoticia ahora en el tapa de arrancar el histórico balotaje,neu
  rt 2015ppt yo avisar que en lujan de cuyo y en ugarteche mendoza llegar el urna el boleta de scioli pero no el de macri hoyv,neu
  rt topoarg ir a ganar mañana temprano mucho temprano en cada escuela en cada mesa a cuidar cada voto faltar mucho poco para sciolipr,pos
  hoyvotomacri hoy decido cambiar y mejorar mi pais elecciones2015 macripresidente,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt danielscioli para macri el educación no ser uno prioridad argentinadebatir,pos
  elecciones2015 dónde votás ingresá en camaraelectoral,neu
  hoy mejor scioli,pos
  rt todonoticia ahora en el tapa de arrancar el histórico balotaje,neu
rt vivirsincfkyar hoy 45 mes de el tragedia de once 52 victima por el herido por vos por mi cambiemos kirchnerismo nuncamás htt,neg
  infobae tén razón aníbal el gente ya no él querer macripresidente,neg
  rt lubertino 21h sonar bocina sirena y silbato para decir mejorscioli sciolipresidente no querer volver para atrás,neu
  rt asmanoletir rajoy y su ministro haber quedar retratado buscar voto para el elección y haber ser más bien gaf para todo el mad,neu
  rt sweetanny15 ir macri hoy tiro el basura chauscioli chaucristina macripresidente,neg
  ser que no él quien participar jajajajaj,neu
  rt fmartinezpilar faltar fiscal del fpv en todo el escuela de pilar ni el vianda losdejaronsolo,neu
  c5n elección 2015 en este colegio votar mauricio macri,neu
  scioli ganar en japón yobancoascioli domingodevictoria,pos
  a votar fiscalizar y festejar x q hoy ir a ganar danielscioli sciolipresidente,pos
rt theboyfromohio inés gonzalez inesitaterrible detenido y torturado por el régimen comunista asesino de maduro amigo de cfk y scioli h,neg
  mauriciomacri el pueblo perdio el miedo y él lleno de esperanza por favor hacer todo pensar en ese pueblo que hoy él confiir el pais,neg
